name,label,function_scope_level,branch_scope_level,loop_scope_level,parameter_block_presence,pipeline_usage_level,decode_activity_profile,network_command_profile,task_registry_profile,credential_runtime_profile,structure_rhythm_profile,layout_variation_profile,identifier_variation_profile,content_encoding_profile,command_surface_profile,extension_import_profile
data_036583.ps1,0,1,1,0,1,0,0,0,0,1,2,0,2,1,2,0
data_017523.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_014611.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,0
data_052611.ps1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1
data_027122.ps1,0,1,1,1,1,0,0,0,0,0,2,0,1,2,2,0
data_022030.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,0,2,0
data_022143.ps1,0,1,1,1,1,0,0,0,1,0,2,0,2,1,2,0
data_028107.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,0,2,0
data_043973.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_036285.ps1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0
data_061940.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_015265.ps1,0,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_022137.ps1,0,1,1,0,1,0,0,0,0,1,2,0,2,1,2,0
data_025829.ps1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,2,0
data_042733.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_056525.ps1,2,1,1,1,1,1,0,0,2,0,2,0,2,1,2,0
data_016316.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_049069.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_062470.ps1,2,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_034780.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_032059.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0
data_033351.ps1,0,1,0,1,1,0,0,0,0,0,2,0,1,2,2,0
data_047423.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_048190.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0
data_050277.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_058151.ps1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0
data_017329.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_023593.ps1,0,0,1,0,1,1,0,0,0,1,1,0,2,1,2,1
data_067302.ps1,2,1,1,1,0,1,0,0,0,0,2,0,0,1,2,0
data_026332.ps1,0,1,0,0,1,1,0,1,1,2,1,0,2,2,2,0
data_028698.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_047665.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_017794.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_027667.ps1,0,1,0,1,1,1,0,0,0,0,2,0,2,0,2,0
data_052834.ps1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0
data_041398.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_045633.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_026490.ps1,0,1,1,0,1,1,0,1,2,2,2,0,2,2,2,0
data_030888.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_065798.ps1,2,1,1,1,0,1,0,0,0,0,2,0,0,2,2,0
data_019025.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,0,2,0
data_030643.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_040412.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_035896.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_058419.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0
data_040890.ps1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
data_016815.ps1,0,1,1,1,1,1,0,1,0,1,2,0,1,1,2,0
data_067237.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0
data_062288.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_045715.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_019800.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,1
data_045183.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_046922.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_041938.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_047926.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_058589.ps1,2,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_063466.ps1,2,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_056918.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,1,2,1
data_045226.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_041453.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_061484.ps1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0
data_036803.ps1,0,0,1,0,1,1,0,0,0,0,1,0,1,2,2,0
data_048608.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0
data_018554.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,1
data_060956.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_057586.ps1,2,1,1,1,1,1,0,0,1,0,2,0,0,1,2,1
data_063669.ps1,2,0,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_056913.ps1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1
data_014965.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_036183.ps1,0,0,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_026669.ps1,0,0,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_044924.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_059770.ps1,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
data_044150.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_044410.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_051951.ps1,1,0,1,1,0,1,0,0,0,0,2,0,1,2,2,0
data_061959.ps1,2,1,1,1,1,0,0,0,0,0,2,0,1,1,2,0
data_018187.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_043310.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_036762.ps1,0,1,1,1,1,0,0,0,0,0,2,0,1,0,2,0
data_037614.ps1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0
data_050323.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_049911.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_026008.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_024415.ps1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,2,0
data_048280.ps1,1,1,1,1,0,0,0,0,2,1,2,0,2,2,1,0
data_020488.ps1,0,0,1,0,0,1,0,0,0,1,1,0,2,2,2,0
data_047097.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_041808.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_023151.ps1,0,1,0,0,1,1,0,0,0,1,1,0,2,2,2,0
data_067956.ps1,2,1,1,1,1,1,0,0,1,1,2,0,0,2,2,0
data_046742.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_028464.ps1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,1
data_044855.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_015592.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,1,2,0
data_028950.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_058956.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_027425.ps1,0,1,1,0,0,1,0,0,0,0,2,0,2,1,2,0
data_060353.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0
data_042061.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_024643.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0
data_020986.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_058682.ps1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0
data_052491.ps1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0
data_035648.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_062695.ps1,2,1,0,0,1,1,0,0,0,1,1,0,2,1,2,0
data_026723.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0
data_046444.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_060267.ps1,2,1,0,0,1,0,0,0,1,0,1,0,2,1,2,0
data_020290.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,1
data_021518.ps1,0,0,1,1,0,1,0,0,0,0,2,0,0,2,2,0
data_045515.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_023355.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,1,2,0
data_031559.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,0
data_021391.ps1,0,1,1,0,0,1,0,0,0,0,2,0,1,0,2,0
data_067274.ps1,2,1,1,1,1,0,0,0,0,0,2,0,1,2,2,0
data_056750.ps1,2,1,0,1,0,1,0,0,0,1,2,0,0,2,2,0
data_062415.ps1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0
data_019880.ps1,0,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_025557.ps1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0
data_022351.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_045749.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_019405.ps1,0,1,1,1,1,1,1,0,0,1,2,0,1,2,2,0
data_040539.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_041578.ps1,1,0,0,0,0,1,0,0,0,1,0,1,2,1,2,0
data_019727.ps1,0,1,1,1,1,1,0,0,1,0,2,0,2,2,2,0
data_057322.ps1,2,1,1,1,1,0,0,0,0,0,2,0,1,2,2,0
data_023944.ps1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,2,1
data_023019.ps1,0,1,0,0,1,1,0,0,1,0,1,0,2,1,2,0
data_057613.ps1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_018163.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
data_058945.ps1,2,1,1,1,0,1,0,0,0,1,2,0,2,2,2,0
data_019118.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_016170.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,2,0
data_065510.ps1,2,0,0,1,0,1,0,0,0,1,1,0,0,2,2,0
data_034335.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_034578.ps1,0,1,1,0,1,0,1,0,0,0,2,0,1,2,2,1
data_021071.ps1,0,1,0,1,1,1,0,0,0,1,2,0,2,1,2,0
data_020035.ps1,0,1,1,1,1,1,1,0,0,1,2,0,1,2,2,1
data_031943.ps1,0,1,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_035426.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0
data_056732.ps1,2,1,0,0,1,1,0,0,0,1,1,0,1,1,2,0
data_042361.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_029685.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_022941.ps1,0,1,0,0,1,0,0,0,0,1,1,0,2,0,2,0
data_064118.ps1,2,0,1,1,0,1,0,0,0,0,2,0,0,2,2,0
data_030809.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_060323.ps1,2,0,1,0,1,1,0,0,0,0,1,0,2,2,2,0
data_057837.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,2,2,1
data_047832.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_063892.ps1,2,0,1,0,0,1,1,0,0,0,1,0,2,2,2,0
data_045546.ps1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
data_060468.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_026463.ps1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0
data_050100.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_062544.ps1,2,1,1,0,0,1,0,0,0,1,2,0,0,2,2,0
data_021316.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_025508.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_026032.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_041920.ps1,1,0,1,1,0,0,1,0,0,0,2,1,0,1,1,0
data_061452.ps1,2,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0
data_062011.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,2,2,1
data_048282.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_018388.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,1,2,1
data_061710.ps1,2,1,0,1,0,0,0,0,0,0,2,0,0,2,1,0
data_052874.ps1,1,1,1,1,0,1,0,0,0,1,2,0,0,1,2,0
data_026131.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_030349.ps1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data_032484.ps1,0,1,1,0,1,1,0,0,0,1,2,0,1,2,2,0
data_041947.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_049516.ps1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
data_058573.ps1,2,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_014421.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_068031.ps1,2,1,0,0,1,1,1,0,0,1,1,0,1,1,2,0
data_017595.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,1
data_016694.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_026238.ps1,0,1,1,1,1,1,0,1,0,2,2,0,1,2,2,0
data_016905.ps1,0,1,1,0,1,0,0,0,0,1,2,0,2,1,2,0
data_049637.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_025502.ps1,0,0,0,1,1,1,0,0,0,0,1,0,0,2,2,0
data_043315.ps1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
data_043805.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_014937.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_032345.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_057958.ps1,2,1,1,0,1,1,0,0,0,0,2,0,1,0,2,0
data_035079.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_023030.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_062388.ps1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0
data_064317.ps1,2,1,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_047506.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_051847.ps1,1,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_052343.ps1,1,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_041488.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_041997.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_035668.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_028375.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_027184.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,2,2,0
data_046398.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_061571.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_061751.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_052723.ps1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0
data_026293.ps1,0,1,0,1,1,1,0,0,0,0,2,0,1,0,2,0
data_046934.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_033525.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_019804.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,1
data_031382.ps1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,2,0
data_022364.ps1,0,1,1,1,1,1,0,1,0,2,2,0,1,2,2,0
data_063730.ps1,2,1,1,0,1,1,1,0,0,1,2,0,2,2,2,0
data_036055.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_057035.ps1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
data_061010.ps1,2,0,1,1,0,1,1,0,0,0,2,0,0,2,2,0
data_018501.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
data_025883.ps1,0,0,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_041082.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_030684.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,2,1
data_029740.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_049090.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_015946.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_035482.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_042754.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_033279.ps1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0
data_058219.ps1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
data_045952.ps1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
data_049962.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_046115.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_051073.ps1,1,1,1,1,1,1,0,0,0,1,2,0,2,2,2,0
data_049253.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_047028.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_018670.ps1,0,1,1,1,1,1,0,0,0,1,2,0,0,1,2,0
data_040468.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_026826.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0
data_056418.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_044625.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_041072.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_048844.ps1,1,0,1,1,0,0,1,0,0,0,2,1,1,1,1,0
data_058665.ps1,2,0,0,1,0,1,1,0,0,0,1,0,0,1,2,0
data_051710.ps1,1,1,1,0,1,1,0,0,0,0,2,0,1,2,2,0
data_016424.ps1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,2,0
data_016131.ps1,0,1,1,0,1,0,0,0,0,0,2,0,1,0,2,0
data_052166.ps1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,2,0
data_065755.ps1,2,1,1,1,1,1,0,1,1,2,2,0,1,2,2,0
data_049302.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_046037.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_048291.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_065734.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_024711.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0
data_027808.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_029212.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_050794.ps1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,2,0
data_021012.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_046150.ps1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
data_060838.ps1,2,1,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_048368.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_057942.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_028155.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_045766.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_028808.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_040849.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_037468.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0
data_058531.ps1,2,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0
data_014503.ps1,0,0,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_035483.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_033579.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_031371.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_021559.ps1,0,0,0,1,1,1,0,0,0,0,1,0,2,1,2,0
data_021988.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_042487.ps1,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0
data_059988.ps1,2,1,1,1,0,1,0,0,0,1,2,0,0,2,2,0
data_027361.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,2,0
data_042163.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_029201.ps1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0
data_046319.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_051338.ps1,1,1,0,1,0,1,0,0,0,0,2,0,0,2,2,0
data_022405.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,0,2,0
data_047491.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_066601.ps1,2,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_050979.ps1,1,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_067043.ps1,2,1,0,1,1,0,0,0,0,0,2,0,1,1,2,0
data_049664.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_022300.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_032949.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0
data_019338.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,2,0
data_020386.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0
data_016099.ps1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
data_059921.ps1,2,1,0,0,1,1,0,1,1,2,1,0,2,1,2,0
data_036519.ps1,0,1,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_029272.ps1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,2,0
data_016706.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_045251.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_025866.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_058465.ps1,2,1,0,1,0,1,0,0,0,1,2,0,0,1,2,0
data_042098.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_024525.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,2,1
data_067311.ps1,2,1,0,0,0,0,1,0,0,0,1,0,1,2,1,0
data_049725.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_019982.ps1,0,1,0,0,1,0,0,0,0,1,1,0,2,1,2,1
data_027567.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,2,2,0
data_064349.ps1,2,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0
data_052756.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_047993.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_058492.ps1,2,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0
data_034970.ps1,0,1,1,0,1,1,0,0,0,1,2,0,2,0,2,0
data_035036.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,2,2,0
data_016082.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
data_019708.ps1,0,0,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_025842.ps1,0,0,1,1,1,0,0,0,0,0,2,0,2,0,2,0
data_065344.ps1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
data_029425.ps1,0,1,1,0,0,0,0,0,0,0,2,0,2,1,1,0
data_066539.ps1,2,1,1,1,0,1,0,0,0,0,2,0,0,2,2,0
data_033124.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_066194.ps1,2,1,1,1,0,1,0,0,0,0,2,0,0,2,2,0
data_029616.ps1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,0
data_034371.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_062523.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_040771.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_033565.ps1,0,0,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_029530.ps1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
data_014546.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_052398.ps1,1,0,1,1,1,0,0,0,0,0,2,0,1,2,2,0
data_061650.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_061597.ps1,2,1,1,1,0,1,0,0,1,0,2,0,0,2,2,0
data_047609.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_040447.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_067073.ps1,2,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0
data_064562.ps1,2,1,1,1,0,1,0,0,2,0,2,0,1,2,2,0
data_049783.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_017844.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_043225.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_015020.ps1,0,1,1,0,1,0,0,0,1,0,2,0,2,1,2,1
data_022769.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_048036.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_024094.ps1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2,0
data_059639.ps1,2,1,1,0,1,0,0,0,0,1,2,0,1,0,2,0
data_025027.ps1,0,0,1,1,1,1,0,0,0,1,2,0,2,2,2,0
data_029175.ps1,0,1,1,0,1,0,0,0,0,0,2,0,1,0,2,0
data_067006.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_049258.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_017365.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
